id,created_at,product_name,product_price,product_sku,product_link,itemid,ebay_price,eBay_qty,site,sku,title,matched column,market_price,calculation_price,final_price,Final_price,date,product_quantity
5713,2025-10-15 04:01:31.792749+00,NAS EYE CLEAR 15ML,$17.26 (Ex GST),ANASEYEC15,https://pronto.eastdist.com/products/ANASEYEC15,405633532903,49.23,5,,ANASEYEC15,,ANASEYEC15,21.99,49.74,49.74,49.74,2025-10-23,IN STOCK
5714,2025-10-15 04:01:31.792749+00,NAS GOAT MILK POWDER 400G,$28.67 (Ex GST),ANASGMP400,https://pronto.eastdist.com/products/ANASGMP400,405633537187,69.91,5,,ANASGMP400,,ANASGMP400,32.99,70.03,70.03,70.03,2025-10-23,IN STOCK
5715,2025-10-15 04:01:31.792749+00,NAS HEALTH ESSENTIALS KIT,$24.99 (Ex GST),ANASHEK,https://pronto.eastdist.com/products/ANASHEK,405633537414,63.25,5,,ANASHEK,,ANASHEK,26.56,63.48,63.48,63.48,2025-10-23,IN STOCK
5716,2025-10-15 04:01:31.792749+00,NAS HERBAGUARD SHAMPOO 375G,$12.36 (Ex GST),ANASHS375,https://pronto.eastdist.com/products/ANASHS375,405633539465,40.32,5,,ANASHS375,,ANASHS375,21.99,41.03,41.03,41.03,2025-10-23,IN STOCK
5717,2025-10-15 04:01:31.792749+00,NAS ITCHY SCRATCH 100ML,$18.66 (Ex GST),ANASIS100,https://pronto.eastdist.com/products/ANASIS100,405633543389,51.76,5,,ANASIS100,,ANASIS100,19.99,52.23,52.23,52.23,2025-10-23,IN STOCK
5718,2025-10-15 04:01:31.792749+00,NAS JOINTPRO ADVANCE 60 CAPS,$42.37 (Ex GST),ANASJA60,https://pronto.eastdist.com/products/ANASJA60,405633547929,94.77,5,,ANASJA60,,ANASJA60,42.49,94.38,94.38,94.77,2025-10-23,IN STOCK
5719,2025-10-15 04:01:31.792749+00,NAS JOINT & LIGAMENT POWDER 120G,$33.55 (Ex GST),ANASJL120,https://pronto.eastdist.com/products/ANASJL120,405633549927,78.76,5,,ANASJL120,,ANASJL120,39.99,78.7,78.7,78.76,2025-10-23,IN STOCK
5720,2025-10-15 04:01:31.792749+00,NAS OSTEOFORTE 60 CAPS,$29.68 (Ex GST),ANASO60,https://pronto.eastdist.com/products/ANASO60,405633553243,71.72,5,,ANASO60,,ANASO60,36.27,71.82,71.82,71.82,2025-10-23,IN STOCK
5721,2025-10-15 04:01:31.792749+00,NAS OMEGA 3 6 & 9 OIL FOR DOGS & CATS 200ML,$13.28 (Ex GST),ANASODC200,https://pronto.eastdist.com/products/ANASODC200,405633558839,41.97,5,,ANASODC200,,ANASODC200,16.95,42.66,42.66,42.66,2025-10-23,IN STOCK
5722,2025-10-15 04:01:31.792749+00,NAS ORGANIC SEAWEED 300G,$12.77 (Ex GST),ANASOS300G,https://pronto.eastdist.com/products/ANASOS300G,405633569031,41.03,5,,ANASOS300G,,ANASOS300G,14,41.76,41.76,41.76,2025-10-23,IN STOCK
5723,2025-10-15 04:01:31.792749+00,NAS PRO-VITA LAC 200G,$19.31 (Ex GST),ANASPVL200,https://pronto.eastdist.com/products/ANASPVL200,405633569935,52.91,5,,ANASPVL200,,ANASPVL200,27.99,53.38,53.38,53.38,2025-10-23,IN STOCK
5724,2025-10-15 04:01:31.792749+00,NAS TRAVELEZE 100ML,$33.58 (Ex GST),ANAST100,https://pronto.eastdist.com/products/ANAST100,405633576109,78.82,2,,ANAST100,,ANAST100,47.95,78.76,78.76,78.82,2025-10-23,LOW STOCK
5725,2025-10-15 04:01:31.792749+00,NAS TRAVELEZE 15ML,$14.67 (Ex GST),ANAST15,https://pronto.eastdist.com/products/ANAST15,405633576109,44.5,5,,ANAST15,,ANAST15,20.79,45.13,45.13,45.13,2025-10-23,IN STOCK
5726,2025-10-15 04:01:31.792749+00,NATURES BOTANICAL CREME 100GM,$12.43 (Ex GST),ANBC100,https://pronto.eastdist.com/products/ANBC100,405713170573,39.27,5,,ANBC100,,ANBC100,32,41.15,41.15,41.15,2025-10-23,IN STOCK
5728,2025-10-15 04:01:31.792749+00,NATURES BOTANICAL CREME 260GM,$23.26 (Ex GST),ANBC260,https://pronto.eastdist.com/products/ANBC260,405633579751,58.14,5,,ANBC260,,ANBC260,32,60.41,60.41,60.41,2025-10-23,IN STOCK
5730,2025-10-15 04:01:31.792749+00,NATURES BOTANICAL CREME 50GM,$8.14 (Ex GST),ANBC50,https://pronto.eastdist.com/products/ANBC50,405713170573,31.85,5,,ANBC50,,ANBC50,11,33.52,33.52,33.52,2025-10-23,IN STOCK
5732,2025-10-15 04:01:31.792749+00,NATURES BOTANICAL LOTION ROLL ON 50ML,$8.33 (Ex GST),ANBLRO50,https://pronto.eastdist.com/products/ANBLRO50,405633585835,32.18,5,,ANBLRO50,,ANBLRO50,10,33.86,33.86,33.86,2025-10-23,IN STOCK
5733,2025-10-15 04:01:31.792749+00,NATURES BOTANICAL LOTION SPRAY 125ML,$14.24 (Ex GST),ANBLS125,https://pronto.eastdist.com/products/ANBLS125,405633584663,42.35,5,,ANBLS125,,ANBLS125,18,44.37,44.37,44.37,2025-10-23,IN STOCK
5734,2025-10-15 04:01:31.792749+00,NATURES BOTANICAL LOTION SPRAY 500ML,$33.07 (Ex GST),ANBLS500,https://pronto.eastdist.com/products/ANBLS500,405633584663,75.08,5,,ANBLS500,,ANBLS500,37,77.85,77.85,77.85,2025-10-23,IN STOCK
5735,2025-10-15 04:01:31.792749+00,ARTERO NC 3D VOLUME COMB 19CM FINISHING 50/50 COMB,$17.56 (Ex GST),ANC3D19F,https://pronto.eastdist.com/products/ANC3D19F,405637187551,49.72,2,,ANC3D19F,,ANC3D19F,24.3,50.27,50.27,50.27,2025-10-23,LOW STOCK
5736,2025-10-15 04:01:31.792749+00,ARTERO NC DE-SHEDDER 90 ANGLE,$22.34 (Ex GST),ANCDS90,https://pronto.eastdist.com/products/ANCDS90,405637192816,58.41,5,,ANCDS90,,ANCDS90,30.91,58.77,58.77,58.77,2025-10-23,IN STOCK
5737,2025-10-15 04:01:31.792749+00,ARTERO NC DOUBLE SIDED FLEXIBLE SLICKER MEDIUM,$19.15 (Ex GST),ANCDSFLG,https://pronto.eastdist.com/products/ANCDSFLG,405637408938,52.64,0,,ANCDSFLG,,ANCDSFLG,24.49,53.1,53.1,53.1,2025-10-23,OUT OF STOCK
5738,2025-10-15 04:01:31.792749+00,ARTERO NC DOUBLE SIDED FLEXIBLE SLICKER SMALL,$16.36 (Ex GST),ANCDSFSM,https://pronto.eastdist.com/products/ANCDSFSM,405637408938,47.58,2,,ANCDSFSM,,ANCDSFSM,45.9,48.14,48.14,48.14,2025-10-23,LOW STOCK
5739,2025-10-15 04:01:31.792749+00,ARTERO NC DOUBLE SIDED SUPER UNDERCOAT RAKE 21-11 LARGE,$34.05 (Ex GST),ANCDSURLG,https://pronto.eastdist.com/products/ANCDSURLG,405637410815,79.7,5,,ANCDSURLG,,ANCDSURLG,47.11,79.59,79.59,79.7,2025-10-23,IN STOCK
5740,2025-10-15 04:01:31.792749+00,ARTERO NC DOUBLE SIDED SUPER UNDERCOAT RAKE 13-7 MEDIUM,$27.8 (Ex GST),ANCDSURMD,https://pronto.eastdist.com/products/ANCDSURMD,405637410815,68.31,5,,ANCDSURMD,,ANCDSURMD,41.99,68.48,68.48,68.48,2025-10-23,IN STOCK
5741,2025-10-15 04:01:31.792749+00,ARTERO NC EXTRA VOLUME COMB 23CM FINISHING COMB,$20.48 (Ex GST),ANCEV23F,https://pronto.eastdist.com/products/ANCEV23F,405637193467,55.06,2,,ANCEV23F,,ANCEV23F,32.99,55.46,55.46,55.46,2025-10-23,LOW STOCK
5742,2025-10-15 04:01:31.792749+00,ARTERO NC MINI FACE AND EYE 13CM COMB,$12.1 (Ex GST),ANCFEC,https://pronto.eastdist.com/products/ANCFEC,405637194032,39.82,5,,ANCFEC,,ANCFEC,,40.56,40.56,40.56,2025-10-23,IN STOCK
5743,2025-10-15 04:01:31.792749+00,ARTERO NC GROOMING COMB BLUE 80/20 GIANT,$21.01 (Ex GST),ANCGCBLUE,https://pronto.eastdist.com/products/ANCGCBLUE,405637195888,55.99,5,,ANCGCBLUE,,ANCGCBLUE,29.07,56.41,56.41,56.41,2025-10-23,IN STOCK
5744,2025-10-15 04:01:31.792749+00,ARTERO NC GROOMING COMB 18CM WITH LONG 3CM TEETH,$11.57 (Ex GST),ANCGCL3,https://pronto.eastdist.com/products/ANCGCL3,405637199928,38.89,5,,ANCGCL3,,ANCGCL3,16.69,39.62,39.62,39.62,2025-10-23,IN STOCK
5745,2025-10-15 04:01:31.792749+00,ARTERO NC GROOMING COMB 18CM WITH SHORT 2.8CM TEETH,$9.84 (Ex GST),ANCGCS2.8,https://pronto.eastdist.com/products/ANCGCS2.8,405637206762,35.75,5,,ANCGCS2.8,,ANCGCS2.8,22.5,36.55,36.55,36.55,2025-10-23,IN STOCK
5746,2025-10-15 04:01:31.792749+00,ARTERO NC LONG (20MM) PROTECTED PIN SLICKER MEDIUM,$16.76 (Ex GST),ANCLPPSMD,https://pronto.eastdist.com/products/ANCLPPSMD,405637408015,48.29,5,,ANCLPPSMD,,ANCLPPSMD,23.19,48.85,48.85,48.85,2025-10-23,IN STOCK
5747,2025-10-15 04:01:31.792749+00,ARTERO NC LONG (20MM) PROTECTED PIN SLICKER SMALL,$15.03 (Ex GST),ANCLPPSSM,https://pronto.eastdist.com/products/ANCLPPSSM,405637408015,45.16,5,,ANCLPPSSM,,ANCLPPSSM,16,45.77,45.77,45.77,2025-10-23,IN STOCK
5748,2025-10-15 04:01:31.792749+00,ARTERO NC LONG PIN (20MM) SLICKER BRUSH LARGE,$20.62 (Ex GST),ANCLPSLG,https://pronto.eastdist.com/products/ANCLPSLG,405637407255,55.28,5,,ANCLPSLG,,ANCLPSLG,28.53,55.71,55.71,55.71,2025-10-23,IN STOCK
5749,2025-10-15 04:01:31.792749+00,ARTERO NC LONG PIN (20MM) SLICKER BRUSH MEDIUM,$15.69 (Ex GST),ANCLPSMD,https://pronto.eastdist.com/products/ANCLPSMD,405637407255,46.37,5,,ANCLPSMD,,ANCLPSMD,23.19,46.95,46.95,46.95,2025-10-23,IN STOCK
5750,2025-10-15 04:01:31.792749+00,ARTERO NC ONE BLADE MATT BREAKER,$11.04 (Ex GST),ANCMB,https://pronto.eastdist.com/products/ANCMB,405637318764,37.9,5,,ANCMB,,ANCMB,16.09,38.68,38.68,38.68,2025-10-23,IN STOCK
5751,2025-10-15 04:01:31.792749+00,ARTERO NC METAL PIN BRUSH,$30.32 (Ex GST),ANCMPB,https://pronto.eastdist.com/products/ANCMPB,405637320152,72.93,5,,ANCMPB,,ANCMPB,41.95,72.96,72.96,72.96,2025-10-23,IN STOCK
5752,2025-10-15 04:01:31.792749+00,ARTERO NC NAIL FILE,$11.84 (Ex GST),ANCNF,https://pronto.eastdist.com/products/ANCNF,405637321308,39.38,2,,ANCNF,,ANCNF,17,40.1,40.1,40.1,2025-10-23,LOW STOCK
5753,2025-10-15 04:01:31.792749+00,ARTERO NC NAIL TRIMMER MEDIUM,$24.87 (Ex GST),ANCNTMED,https://pronto.eastdist.com/products/ANCNTMED,405637406552,63.03,5,,ANCNTMED,,ANCNTMED,34.41,63.27,63.27,63.27,2025-10-23,IN STOCK
5754,2025-10-15 04:01:31.792749+00,ARTERO NC NAIL TRIMMER MINI,$15.3 (Ex GST),ANCNTMIN,https://pronto.eastdist.com/products/ANCNTMIN,405637406552,45.65,5,,ANCNTMIN,,ANCNTMIN,21.17,46.25,46.25,46.25,2025-10-23,IN STOCK
5755,2025-10-15 04:01:31.792749+00,ARTERO NC NAIL TRIMMER SMALL,$21.68 (Ex GST),ANCNTSML,https://pronto.eastdist.com/products/ANCNTSML,405637406552,57.2,5,,ANCNTSML,,ANCNTSML,19.2,57.6,57.6,57.6,2025-10-23,IN STOCK
5756,2025-10-15 04:01:31.792749+00,ARTERO NC OVAL EXTRA FINE / FLEA COMB,$14.03 (Ex GST),ANCOFFC,https://pronto.eastdist.com/products/ANCOFFC,405637322372,43.34,5,,ANCOFFC,,ANCOFFC,19.51,44,44,44,2025-10-23,IN STOCK
5757,2025-10-15 04:01:31.792749+00,ARTERO NC ROTATING PIN UNDERCOAT RAKE,$21.81 (Ex GST),ANCRPUR,https://pronto.eastdist.com/products/ANCRPUR,405637361362,57.48,5,,ANCRPUR,,ANCRPUR,30.18,57.83,57.83,57.83,2025-10-23,IN STOCK
5758,2025-10-15 04:01:31.792749+00,ARTERO NC STRIPPING KNIFE 03 MED FOR FINISHING/DEFINITION,$23.94 (Ex GST),ANCSK03,https://pronto.eastdist.com/products/ANCSK03,405637363747,61.33,5,,ANCSK03,,ANCSK03,39.9,61.62,61.62,61.62,2025-10-23,IN STOCK
5759,2025-10-15 04:01:31.792749+00,ARTERO NC STRIPPING KNIFE 07 LONG TEETH MED-LONG UNDERCOATS,$23.94 (Ex GST),ANCSK07,https://pronto.eastdist.com/products/ANCSK07,405637364707,61.33,2,,ANCSK07,,ANCSK07,33.12,61.62,61.62,61.62,2025-10-23,LOW STOCK
5760,2025-10-15 04:01:31.792749+00,ARTERO NC SPECIAL MATT BREAKER,$19.15 (Ex GST),ANCSMB,https://pronto.eastdist.com/products/ANCSMB,405637365671,52.64,5,,ANCSMB,,ANCSMB,26.5,53.1,53.1,53.1,2025-10-23,IN STOCK
5761,2025-10-15 04:01:31.792749+00,ARTERO NC SUPERSOFT SLICKER BRUSH 16MM PINS - LARGE,$16.76 (Ex GST),ANCSSLG,https://pronto.eastdist.com/products/ANCSSLG,405637402770,48.29,5,,ANCSSLG,,ANCSSLG,23.19,48.85,48.85,48.85,2025-10-23,IN STOCK
5762,2025-10-15 04:01:31.792749+00,ARTERO NC SUPERSOFT SLICKER BRUSH 16MM PINS - MEDIUM,$12.77 (Ex GST),ANCSSMD,https://pronto.eastdist.com/products/ANCSSMD,405637402770,41.03,5,,ANCSSMD,,ANCSSMD,18.07,41.76,41.76,41.76,2025-10-23,IN STOCK
5763,2025-10-15 04:01:31.792749+00,ARTERO NC SUPERSOFT SMOOTH METAL 25MM PIN BRUSH,$25.14 (Ex GST),ANCSSMPB,https://pronto.eastdist.com/products/ANCSSMPB,405637366621,63.53,5,,ANCSSMPB,,ANCSSMPB,34.78,63.75,63.75,63.75,2025-10-23,IN STOCK
5764,2025-10-15 04:01:31.792749+00,ARTERO NC SUPERSOFT SLICKER BRUSH 16MM PINS - SMALL,$12.77 (Ex GST),ANCSSSM,https://pronto.eastdist.com/products/ANCSSSM,405637402770,41.03,5,,ANCSSSM,,ANCSSSM,19.51,41.76,41.76,41.76,2025-10-23,IN STOCK
5765,2025-10-15 04:01:31.792749+00,ARTERO NC SUPERSOFT SLICKER BRUSH 16MM PINS - X-SMALL,$10.91 (Ex GST),ANCSSXS,https://pronto.eastdist.com/products/ANCSSXS,405637402770,37.68,2,,ANCSSXS,,ANCSSXS,15.94,38.45,38.45,38.45,2025-10-23,LOW STOCK
5766,2025-10-15 04:01:31.792749+00,ARTERO NC UNIVERSAL FIRM PIN (11MM PIN) SLICKER BRUSH MED,$14.23 (Ex GST),ANCUFSMD,https://pronto.eastdist.com/products/ANCUFSMD,405637401845,43.73,2,,ANCUFSMD,,ANCUFSMD,19.74,44.35,44.35,44.35,2025-10-23,LOW STOCK
5767,2025-10-15 04:01:31.792749+00,ARTERO NC UNIVERSAL FIRM PIN (11MM PIN) SLICKER BRUSH SMALL,$13.03 (Ex GST),ANCUFSSM,https://pronto.eastdist.com/products/ANCUFSSM,405637401845,41.53,0,,ANCUFSSM,,ANCUFSSM,18.37,42.22,42.22,42.22,2025-10-23,OUT OF STOCK
5768,2025-10-15 04:01:31.792749+00,ARTERO NC UNDERCOAT SHEDDING RAKE,$21.01 (Ex GST),ANCUSR,https://pronto.eastdist.com/products/ANCUSR,405637399742,55.99,2,,ANCUSR,,ANCUSR,12.5,56.41,56.41,56.41,2025-10-23,LOW STOCK
5769,2025-10-15 04:01:31.792749+00,ARTERO NC WIDE 17 PIN POODLE COMB,$11.04 (Ex GST),ANCWPC,https://pronto.eastdist.com/products/ANCWPC,405637400674,37.9,5,,ANCWPC,,ANCWPC,16.09,38.68,38.68,38.68,2025-10-23,IN STOCK
5770,2025-10-15 04:01:31.792749+00,OXBOW NATURAL SCIENCE DIGESTIVE SUPPLEMENT 120G,$12.09 (Ex GST),AOBNSDS120,https://pronto.eastdist.com/products/AOBNSDS120,405633586660,39.82,5,,AOBNSDS120,,AOBNSDS120,17.4,40.55,40.55,40.55,2025-10-23,IN STOCK
5771,2025-10-15 04:01:31.792749+00,OXBOW NATURAL SCIENCE SKIN AND COAT 120G,$12.09 (Ex GST),AOBNSDSC120,https://pronto.eastdist.com/products/AOBNSDSC120,405633587858,39.82,5,,AOBNSDSC120,,AOBNSDSC120,,40.55,40.55,40.55,2025-10-23,IN STOCK
5772,2025-10-15 04:01:31.792749+00,OXBOW NATURAL SCIENCE JOINT SUPPLEMENT 120G,$12.09 (Ex GST),AOBNSJS120,https://pronto.eastdist.com/products/AOBNSJS120,405633588362,39.82,5,,AOBNSJS120,,AOBNSJS120,17.4,40.55,40.55,40.55,2025-10-23,IN STOCK
5773,2025-10-15 04:01:31.792749+00,OXBOW NATURAL SCIENCE MULTIVITAMIN SUPPLEMENT 120G,$12.09 (Ex GST),AOBNSMV120,https://pronto.eastdist.com/products/AOBNSMV120,405633591289,39.82,5,,AOBNSMV120,,AOBNSMV120,22.5,40.55,40.55,40.55,2025-10-23,IN STOCK
5774,2025-10-15 04:01:31.792749+00,OXBOW NATURAL SCIENCE PAPAYA SUPPORT 33G,$12.25 (Ex GST),AOBNSPS120,https://pronto.eastdist.com/products/AOBNSPS120,405633592296,40.1,5,,AOBNSPS120,,AOBNSPS120,16.56,40.83,40.83,40.83,2025-10-23,IN STOCK
5775,2025-10-15 04:01:31.792749+00,OXBOW NATURAL SCIENCE URINARY SUPPLEMENT 120G,$12.09 (Ex GST),AOBNSUS120,https://pronto.eastdist.com/products/AOBNSUS120,405633592928,39.82,5,,AOBNSUS120,,AOBNSUS120,20.99,40.55,40.55,40.55,2025-10-23,IN STOCK
5776,2025-10-15 04:01:31.792749+00,OXBOW NATURAL SCIENCE VITAMIN C 120G,$12.09 (Ex GST),AOBNSVC120,https://pronto.eastdist.com/products/AOBNSVC120,405633593751,39.82,5,,AOBNSVC120,,AOBNSVC120,16.32,40.55,40.55,40.55,2025-10-23,IN STOCK
5777,2025-10-15 04:01:31.792749+00,OH CRAP DOG POOP BAGS - 240 BAGS,$20.45 (Ex GST),AOCDPB240,https://pronto.eastdist.com/products/AOCDPB240,405636767837,55,5,,AOCDPB240,,AOCDPB240,34.99,55.41,55.41,55.41,2025-10-23,IN STOCK
5778,2025-10-15 04:01:31.792749+00,OH CRAP COMPOSTABLE DOG POOP BAGS 60 BAGS,$6.44 (Ex GST),AOCDPB60,https://pronto.eastdist.com/products/AOCDPB60,405645232151,29.59,5,,AOCDPB60,,AOCDPB60,9.1,30.5,30.5,30.5,2025-10-23,IN STOCK
5779,2025-10-15 04:01:31.792749+00,OH CRAP DOG POOP BAG HOLDER - BLACK,$9.54 (Ex GST),AOCDPBHBLK,https://pronto.eastdist.com/products/AOCDPBHBLK,405636766948,35.2,5,,AOCDPBHBLK,,AOCDPBHBLK,14.99,36.01,36.01,36.01,2025-10-23,IN STOCK
5780,2025-10-15 04:01:31.792749+00,OH CRAP COMPOSTABLE HANDLED DOG POOP BAGS - 200 BAGS,$20.45 (Ex GST),AOCHDPB200,https://pronto.eastdist.com/products/AOCHDPB200,405636769569,55,5,,AOCHDPB200,,AOCHDPB200,34.99,55.41,55.41,55.41,2025-10-23,IN STOCK
5781,2025-10-15 04:01:31.792749+00,OH CRAP TREAT HOLDER,$12.72 (Ex GST),AOCTH,https://pronto.eastdist.com/products/AOCTH,405636781896,40.98,5,,AOCTH,,AOCTH,9.99,41.67,41.67,41.67,2025-10-23,IN STOCK
5782,2025-10-15 04:01:31.792749+00,DIATOMACEOUS EARTH 1KG,$13.8 (Ex GST),AODE1,https://pronto.eastdist.com/products/AODE1,405636792381,42.9,5,,AODE1,,AODE1,20,43.59,43.59,43.59,2025-10-23,IN STOCK
5783,2025-10-15 04:01:31.792749+00,DIATOMACEOUS EARTH 3KG,$34.91 (Ex GST),AODE3,https://pronto.eastdist.com/products/AODE3,405636792381,81.24,5,,AODE3,,AODE3,49.99,81.12,81.12,81.24,2025-10-23,IN STOCK
5784,2025-10-15 04:01:31.792749+00,PROFEHERD BOOSTI-CAL ORAL GEL 5L,$66.0 (Ex GST),APBCOG5,https://pronto.eastdist.com/products/APBCOG5,405637185099,137.67,5,,APBCOG5,,APBCOG5,137.67,136.4,137.67,137.67,2025-10-23,IN STOCK
5785,2025-10-15 04:01:31.792749+00,PROFEHERD BOOSTI-CAL ORAL GEL 500ML,$13.08 (Ex GST),APBCOG500,https://pronto.eastdist.com/products/APBCOG500,405637183938,41.64,5,,APBCOG500,,APBCOG500,26,42.31,42.31,42.31,2025-10-23,IN STOCK
5786,2025-10-15 04:01:31.792749+00,PERCELL CUTTLE FISH CARDED 15CM 3 PACK,$5.95 (Ex GST),APCF153PK,https://pronto.eastdist.com/products/APCF153PK,405637182959,28.66,5,,APCF153PK,,APCF153PK,10,29.63,29.63,29.63,2025-10-23,IN STOCK
5787,2025-10-15 04:01:31.792749+00,PERCELL CUTTLE FISH CARDED 20CM SINGLE,$4.65 (Ex GST),APCF20,https://pronto.eastdist.com/products/APCF20,405637182959,26.29,5,,APCF20,,APCF20,8,27.32,27.32,27.32,2025-10-23,IN STOCK
5788,2025-10-15 04:01:31.792749+00,PROFESTART COLOSTRUM SUPPLEMENT 4KG *SPEC ORD*,$374.4 (Ex GST),APCS4,https://pronto.eastdist.com/products/APCS4,405637179392,697.4,5,,APCS4,,APCS4,477.5,684.73,684.73,697.4,2025-10-23,IN STOCK
5789,2025-10-15 04:01:31.792749+00,PROFESTART COLOSTRUM SUPPLEMENT 400G,$45.38 (Ex GST),APCS400,https://pronto.eastdist.com/products/APCS400,405637178516,100.27,5,,APCS400,,APCS400,490.99,99.74,490.99,490.99,2025-10-23,IN STOCK
5790,2025-10-15 04:01:31.792749+00,PRO-DOSA BOOST 80ML,$30.38 (Ex GST),APDB80,https://pronto.eastdist.com/products/APDB80,405637177998,70.07,5,,APDB80,,APDB80,37.95,73.07,73.07,73.07,2025-10-23,IN STOCK
5791,2025-10-15 04:01:31.792749+00,NOURISH PET CO DERMA CREAM 150G,$20.3 (Ex GST),APDDC150,https://pronto.eastdist.com/products/APDDC150,405636799268,54.73,5,,APDDC150,,APDDC150,55.63,55.14,55.63,55.14,2025-10-23,IN STOCK
5792,2025-10-15 04:01:31.792749+00,NOURISH PET CO DERMA CREAM 75G,$12.37 (Ex GST),APDDC75,https://pronto.eastdist.com/products/APDDC75,405636799268,40.32,5,,APDDC75,,APDDC75,21.95,41.04,41.04,41.04,2025-10-23,IN STOCK
5793,2025-10-15 04:01:31.792749+00,PET DRS GUT + IMMUNITY 125G,$21.83 (Ex GST),APDGI125,https://pronto.eastdist.com/products/APDGI125,405636795698,57.48,5,,APDGI125,,APDGI125,34.95,57.86,57.86,57.86,2025-10-23,IN STOCK
5794,2025-10-15 04:01:31.792749+00,PET DRS GUT & IMMUNITY 200G,$31.29 (Ex GST),APDGI200,https://pronto.eastdist.com/products/APDGI200,405636795698,74.69,5,,APDGI200,,APDGI200,45.99,74.68,74.68,74.69,2025-10-23,IN STOCK
5795,2025-10-15 04:01:31.792749+00,PET DRS HIP & JOINT 125G,$27.2 (Ex GST),APDHJ125,https://pronto.eastdist.com/products/APDHJ125,405636794411,67.27,5,,APDHJ125,,APDHJ125,33.15,67.41,67.41,67.41,2025-10-23,IN STOCK
5796,2025-10-15 04:01:31.792749+00,PET DRS HIP & JOINT 200G,$35.33 (Ex GST),APDHJ200,https://pronto.eastdist.com/products/APDHJ200,405636794411,82.01,5,,APDHJ200,,APDHJ200,56.95,81.87,81.87,82.01,2025-10-23,IN STOCK
5797,2025-10-15 04:01:31.792749+00,NOURISH PET CO MEGA OIL 200ML,$14.85 (Ex GST),APDMO200,https://pronto.eastdist.com/products/APDMO200,405645233452,44.83,5,,APDMO200,,APDMO200,23.01,45.45,45.45,45.45,2025-10-23,IN STOCK
5798,2025-10-15 04:01:31.792749+00,NOURISH PET CO MEGA OIL 500ML,$29.97 (Ex GST),APDMO500,https://pronto.eastdist.com/products/APDMO500,405645233452,72.27,5,,APDMO500,,APDMO500,23.01,72.34,72.34,72.34,2025-10-23,IN STOCK
5799,2025-10-15 04:01:31.792749+00,PET DRS NOSE BALM 17G,$8.0 (Ex GST),APDNB17,https://pronto.eastdist.com/products/APDNB17,405645235331,32.4,5,,APDNB17,,APDNB17,11.55,33.27,33.27,33.27,2025-10-23,IN STOCK
5800,2025-10-15 04:01:31.792749+00,PET DRS PAW BALM 17G,$8.0 (Ex GST),APDPB17,https://pronto.eastdist.com/products/APDPB17,405645236278,32.4,5,,APDPB17,,APDPB17,13.95,33.27,33.27,33.27,2025-10-23,IN STOCK
5801,2025-10-15 04:01:31.792749+00,NOURISH PET CO PHYTOPLANKTON OMEGA & MULTI MEAL TOPPER 80G,$28.63 (Ex GST),APDPOM80,https://pronto.eastdist.com/products/APDPOM80,405664256674,69.85,5,,APDPOM80,,APDPOM80,42.55,69.95,69.95,69.95,2025-10-23,IN STOCK
5802,2025-10-15 04:01:31.792749+00,NOURISH PET CO PRE & PROBIOTIC GUT & DIGESTIVE SUPPORT 60G,$33.83 (Ex GST),APDPPGD60,https://pronto.eastdist.com/products/APDPPGD60,405664256968,79.26,5,,APDPPGD60,,APDPPGD60,52.95,79.2,79.2,79.26,2025-10-23,IN STOCK
5803,2025-10-15 04:01:31.792749+00,PET DRS STRESS & ANXIETY 125G,$23.61 (Ex GST),APDSA125,https://pronto.eastdist.com/products/APDSA125,405645724206,60.72,5,,APDSA125,,APDSA125,29.65,61.03,61.03,61.03,2025-10-23,IN STOCK
5804,2025-10-15 04:01:31.792749+00,PET DRS STRESS & ANXIETY 200G,$33.33 (Ex GST),APDSA200,https://pronto.eastdist.com/products/APDSA200,405645724206,78.38,5,,APDSA200,,APDSA200,27.95,78.31,78.31,78.38,2025-10-23,IN STOCK
5805,2025-10-15 04:01:31.792749+00,PROFESTART ELECTROLYTE POWDER 10KG,$119.82 (Ex GST),APEP10,https://pronto.eastdist.com/products/APEP10,405645734055,235.35,5,,APEP10,,APEP10,158.9,232.09,232.09,235.35,2025-10-23,IN STOCK
5806,2025-10-15 04:01:31.792749+00,PROFESTART ELECTROLYTE POWDER 2KG,$37.52 (Ex GST),APEP2,https://pronto.eastdist.com/products/APEP2,405645727871,85.97,5,,APEP2,,APEP2,71.99,85.76,85.76,85.97,2025-10-23,IN STOCK
5807,2025-10-15 04:01:31.792749+00,PROFESTART ELECTROLYTE POWDER 20KG *SPEC ORD*,$213.01 (Ex GST),APEP20,https://pronto.eastdist.com/products/APEP20,405645746598,436.7,5,,APEP20,,APEP20,161.99,397.78,397.78,436.7,2025-10-23,IN STOCK
5808,2025-10-15 04:01:31.792749+00,PROFESTART ELECTROLYTE POWDER 4KG *SPEC ORD*,$60.51 (Ex GST),APEP4,https://pronto.eastdist.com/products/APEP4,405645730672,127.71,5,,APEP4,,APEP4,81.95,126.64,126.64,127.71,2025-10-23,IN STOCK
5809,2025-10-15 04:01:31.792749+00,PROFESTART ELECTROLYTE POWDER EZI SACHET 60G 20PK BOX (OM20),$5.45 (Ex GST),APEPES60X20,https://pronto.eastdist.com/products/APEPES60X20,405645752828,191.45,5,,APEPES60X20,,APEPES60X20,139.42,28.74,139.42,191.45,2025-10-23,IN STOCK
